id,text,xlit,plaintext
2144.1,+472-000[,ka-.,.ka
2145.1,]550+,as,as
2146.1,]850[,ra,ra
2147.1,]140+,ta,ta
2148.1,+402+,i,i
2149.1,+156-031-240+,ya-aa-m,maaya
2150.1,]744+,an,an
2151.1,]000-000-000-390-000[,.a-.-.-ra-.,.ra...a
2152.1,+790-001-480+,ra-aa-s,saara
2153.1,+831-413-840-091+,sa-i-d-aaa,aaadisa
2154.1,]000-033-000[,.a-ja-.,.ja.a
2155.1,+740-005+,an-pa,paan
2156.1,+165-012+,ba-na,naba
2157.1,+390-001-000-142-031+,ra-aa-.-aa-a,aaa.aara
2158.1,+741-032/031-046+,an-sa-aa-jar,jaraasaan
2159.1,+035-171+,pa-u,upa
2160.1,]511[,na,na
2161.1,+742-406/740-482-235-001-480+,an-ra-an-sa-maa-aa-s,saamaasaanraan
2162.1,+740-142-480+,an-aa-s,saaan
2163.1,+706+,an,an
2164.1,+400-158-854[,i-y-naran,naranyi
2165.1,+230+,ma,ma
2165.2,+740-176-002-861+,an-sa-va-ra,ravasaan
2166.1,+000-004-067-703-060-900+,.a-ca-ma-an-ma-aa,aamaanmaca.a
2167.1,+956+,ra,ra
2168.1,+002+,va,va
2169.1,+064-630[,ra-ta,tara
2170.1,+064-002+,ra-va,vara
2171.1,+920-130-511-000-002+,da-ya-na-.-va,va.nayada
2172.1,+590-252+,va-da,dava
2173.1,+585-831+,ba-sa,saba
2174.1,+790+,ra,ra
2175.1,+836+,ta,ta
2176.1,+679-740-575-017-798+,aka-an-ma-sa-as,assamaanaka
2176.2,+679-740-575+,aka-an-ma,maanaka
2177.1,+390-004+,ra-ca,cara
2178.1,+520-033-705-220-415-002-861+,na-ja-an-ma-ta-va-ra,ravatamaanjana
2179.1,+151-176-002-861+,ya-sa-va-ra,ravasaya
2180.1,+740-840-416-240-741-500-091+,an-da-ta-ma-an-aa-aa,aaaaanmatadaan
2181.1,+527-550-235+,ma-as-maa,maaasma
2182.1,+740-760-240/740-952-740+,an-ra-ma-an-tara-an,antaraanmaraan
2183.1,+527-388+,ma-va,vama
2184.1,+400-703-617+,i-an-nna,nnaani
2185.1,+565-740-235+,asi-an-maa,maaanasi
2186.1,]817[,ra,ra
2187.1,+845-630+,da-ta,tada
2188.1,+506-002-817+,nmna-va-ra,ravanmna
2189.1,+407-845-233-806+,ra-da-ma-sa,samadara
2190.1,+740-061-877[,an-ta-ra,rataan
2191.1,+390-003+,ra-ja,jara
2192.1,+740-440-741-060-920+,an-pa-an-ma-da,damaanpaan
2193.1,+740-032-845-240-002-269-892-810-033+,an-sa-da-ma-va-ataa-da-ta-ja,jatadaataavamadasaan
2194.1,+740-798-235+,an-as-maa,maaasan
2195.1,+220-455-125-031+,ma-sa-daa-aa,aadaasama
2196.1,+679-060-550+,aka-ma-as,asmaaka
2197.1,+090-740-101-908-545+,aa-an-aaa-pa-da,dapaaaaanaa
2198.1,+740-923-000-002-285+,an-aa-.-va-as,asva.aaan
2199.1,+161-924-146+,ya-aa-aa,aaaaya
2200.1,]740-831-820-705+,an-sa-ra-an,anrasaan
2201.1,+000-035-705+,.a-pa-an,anpa.a
2202.1,+808-033-002-000-031+,ta-ja-va-.-aa,aa.vajata
2203.1,+158-900-415+,ya-aa-t,taaya
2204.1,+617-142-002-817+,nna-aa-v-ra,ravaanna
2205.1,+407-003+,ra-ja,jara
2206.1,+153-803-595+,ya-sa-va,vasaya
2207.1,]460-503-741-279+,da-aa-an-ya,yaanaada
2208.1,+002-861-096[,va-ra-aa,aarava
2209.1,+158-032+,ya-sa,saya
2210.1,+400-740-760-435-690+,i-an-ra-aa-k,kaaraani
2211.1,+140-705[,ta-an,anta
2212.1,+817-740-194/740-760-001-741-390-032+,ra-an-as-an-ra-aa-an-ra-sa,saraanaaraanasanra
2213.1,+368-001-550/740-543-350-002-820+,na-aa-as-an-da-ca-va-ra,ravacadaanasaana
2214.1,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+,.a-.-.-.-.-.-an-sa-ma-ka-an-ka-aa-m-ma-ka,kamamaakaankamasaan......a
2215.1,+740-821+,an-rara,raraan
2216.1,+740[,an,an
2217.1,]000-033-706-806[,.a-ja-an-sa,saanja.a
2218.1,+155-806-467-001-692+,ya-sa-ka-aa-k,kaakasaya
2219.1,+740-100-176-741-617+,an-aa-s-an-nna,nnaansaaan
2220.1,+621-390-844-002-820+,ma-ra-da-va-ra,ravadarama
2221.1,+368-501-706/821-001-480-850-595-391+,na-aa-an-rara-aa-s-ra-va-raa,raavarasaararaanaana
2222.1,+401-698+,ii-anan,ananii
2223.1,+154-806-468+,ya-sa-ka,kasaya
2224.1,+740-760-070-255-832-240-002-595-504-803+,an-ra-ma-ma-ta-ma-va-va-ma-sa,samavavamatamamaraan
2225.1,+740-760-440-853-016+,an-ra-pa-u-s,suparaan
2225.2,+043+,nasan,nasan
2226.1,+390-600-617-002-190-125-632-032+,ra-aa-nn-va-as-daa-ta-sa,satadaaasvannaara
2227.1,+740-752-001-595-204-920+,an-ra-aa-v-as-da,daasvaaraan
2228.1,+390-003-002-861+,ra-ja-va-ra,ravajara
2229.1,+740-760-072-921-032-002-820+,an-ra-ma-da-sa-va-ra,ravasadamaraan
2230.1,+064-840-140-740-176+,ra-da-ta-an-sa,saantadara
2231.1,+125-435-255-002-286-220-031-012-031-455-033-590+,daa-aa-m-va-as-ma-aa-n-aa-s-ja-va,vajasaanaamaasvamaadaa
2232.1,+740-604-142-002-518+,an-aa-a-v-amaa,amaavaaaan
2233.1,+400-892-081-518-001-031-250+,i-d-saa-amaa-aa-a-d,daaaamaasaadi
2234.1,+740-900-790-220-415-798-806+,an-aa-r-ma-ta-as-sa,saastamaraaan
2235.1,+035-171+,pa-u,upa
2236.1,+520-382-032-002-820-001-440-012+,na-ba-sa-va-ra-aa-p-na,napaaravasabana
2237.1,+230+,ma,ma
2238.1,+740-000-000-000-000+,an-.-.-.-.,....an
2239.1,]000-235-002-861+,.a-maa-va-ra,ravamaa.a
2240.1,+090-740-222-231-002-861-683+,aa-an-namaa-ma-va-ra-sa,saravamanamaaanaa
2241.1,+390-844+,ra-da,dara
2242.1,+740-191+,an-asaas,asaasan
2243.1,+527-555-002-817+,ma-as-va-ra,ravaasma
2244.1,+400-390-844+,i-r-da,dari
2245.1,+520-033-705-240-235[,na-ja-an-ma-maa,maamaanjana
2246.1,+740-630+,an-ta,taan
2247.1,+740-798-405-000[,an-as-ra-.,.raasan
2248.1,+400-804-233+,i-nasan-ma,manasani
2249.1,+740-042-741-060-920+,an-taas-an-ma-da,damaantaasan
2250.1,+400-130-746+,i-y-an,anyi
2251.1,+740-760-605-002-861+,an-ra-na-va-ra,ravanaraan
2252.1,+617-142+,nna-aa,aanna
2253.1,+527-550+,ma-as,asma
2254.1,+151-240-235-741-892+,ya-ma-maa-an-da,daanmaamaya
2255.1,+215-031-480-140-632-705-002-093-033+,ya-aa-s-ta-ta-an-va-aaa-ja,jaaaavaantatasaaya
2256.1,+740-760-519-240-002-861+,an-ra-sas-ma-va-ra,ravamasasraan
2257.1,]000-920-705-803-002-861+,.a-da-an-sa-va-ra,ravasaanda.a
2258.1,+000-000-000-002-000+,.a-.-.-va-.,.va...a
2259.1,+740-176+,an-sa,saan
2260.1,+690-319/617-255-140+,ka-sa-nna-ma-ta,tamannasaka
2261.1,+740-042-002-820+,an-taas-va-ra,ravataasan
2262.1,+520-233+,na-ma,mana
2263.1,+740-176-002-817+,an-sa-va-ra,ravasaan
2264.1,+161-803+,ya-sa,saya
2265.1,+520-220-240-741-440+,na-ma-ma-an-pa,paanmamana
2266.1,+740-798-235+,an-as-maa,maaasan
2267.1,+032-029+,sa-ja,jasa
2268.1,+621-520-220-002-817+,ma-na-ma-va-ra,ravamanama
2269.1,+000-034-104+,.a-ca-aa,aaca.a
2270.1,+740-773-233-803-002-320-705-125+,an-tara-ma-sa-va-ma-an-daa,daaanmavasamataraan
2271.1,+405-371-031+,ra-ka-aa,aakara
2272.1,+740-760-017-503-368-817+,an-ra-sa-aa-n-ra,ranaasaraan
2273.1,+151-097+,ya-aaa,aaaya
2274.1,]231-002-861+,ma-va-ra,ravama
2275.1,+740-752-615-503+,an-ra-na-aa,aanaraan
2276.1,+740-615-495-240-002-861+,an-na-aa-m-va-ra,ravamaanaan
2277.1,+740-760-440-240-220-002-861+,an-ra-pa-ma-ma-va-ra,ravamamaparaan
2278.1,+064-031-400-521-002-820+,ra-aa-i-t-va-ra,ravatiaara
2279.1,+740-388-220-235-000[,an-va-ma-maa-.,.maamavaan
2280.1,+427-003-001-165-309+,ya-ja-aa-b-as,asbaajaya
2281.1,+740-407-000[,an-ra-.,.raan
2282.1,+740-636-240-066-556+,an-ta-ma-ga-as,asgamataan
2283.1,+090-740-100-415-240-002-817+,aa-an-aa-t-ma-va-ra,ravamataaanaa
2284.1,+782+,ras,ras
2284.2,+407-032-520-095-585-017-220+,ra-sa-na-aa-b-sa-ma,masabaanasara
2285.1,+740-923-240-235-060-820+,an-aa-m-maa-ma-ra,ramamaamaaan
2286.1,+240-741-390-458+,ma-an-ra-as,asraanma
2287.1,+780+,ara,ara
2287.2,+740-900-850-407-061-845-806+,an-aa-r-ra-ta-da-sa,sadatararaaan
2288.1,+400-158-003+,i-y-ja,jayi
2289.1,]310-350+,la-ca,cala
2290.1,+740-760-268-002-840-032+,an-ra-ta-va-da-sa,sadavataraan
2291.1,+390-844-741-031-371+,ra-da-an-aa-k,kaaandara
2292.1,+740-803-220-032-220-002-820+,an-sa-ma-sa-ma-va-ra,ravamasamasaan
2293.1,+740-455-240-235-060-820+,an-sa-ma-maa-ma-ra,ramamaamasaan
2294.1,+400-527-555-233-235+,i-m-as-ma-maa,maamaasmi
2295.1,+000+,.a,.a
2296.1,+740-760-049-002-817+,an-ra-asaa-va-ra,ravaasaaraan
2297.1,+740-400-142-061-002-798-435-255-705+,an-i-a-t-va-as-aa-m-an,anmaaasvataian
2298.1,+000-000-235-060-066-016+,.a-.-maa-ma-ga-sa,sagamamaa..a
2299.1,+740-585-017-002-817+,an-ba-sa-va-ra,ravasabaan
2300.1,+740-690[,an-ka,kaan
2301.1,+000-000-122-003-002-000+,.a-.-asaa-ja-va-.,.vajaasaa..a
2302.1,+592-031+,navanaa-aa,aanavanaa
2303.1,+740-100-415-000[,an-aa-t-.,.taaan
2304.1,+820-590+,ra-va,vara
2305.1,+156-142+,ya-aa,aaya
2306.1,+740-100-415+,an-aa-t,taaan
2307.1,+156-003+,ya-ja,jaya
2308.1,+740-752-615-503+,an-ra-na-aa,aanaraan
2309.1,+740-923-806+,an-aa-s,saaan
2310.1,+740-100-140-003-002-156-920+,an-aa-t-ja-va-ya-da,dayavajataaan
2311.1,+527-554-031-002-000+,ma-as-aa-v-.,.vaaasma
2312.1,+520-240-741-590-575+,na-ma-an-va-ma,mavaanmana
2313.1,+416-001-565-740-220-032-002-861+,ta-aa-asi-an-ma-sa-va-ra,ravasamaanasiaata
2314.1,+400-740-017-503-240+,i-an-sa-aa-m,maasaani
2315.1,+520-442/425-003-002-000-215+,na-pa-ya-ja-va-.-ya,ya.vajayapana
2316.1,+740-838-741-390-900-140+,an-sa-an-ra-aa-t,taaraansaan
2317.1,+617-142-746-140+,nna-aa-an-ta,taanaanna
2318.1,+002-861-096+,va-ra-aa,aarava
2319.1,+520-175+,na-sa,sana
2320.1,+740-615-503+,an-na-aa,aanaan
2321.1,+645-202-001-820+,ka-as-aa-r,raaaska
2322.1,+323-690+,ma-ka,kama
2322.2,+740-690-060-550+,an-ka-ma-as,asmakaan
2323.1,+740-176-002-861+,an-sa-va-ra,ravasaan
2324.1,+740-585-017+,an-ba-sa,sabaan
2325.1,+156-031+,ya-aa,aaya
2326.1,+520-033-705-002-585[,na-ja-an-va-ba,bavaanjana
2327.1,+740-405-590+,an-ra-va,varaan
2328.1,+151-097+,ya-aaa,aaaya
2329.1,+031-032-171-745+,aa-s-u-an,anusaa
2330.1,+000-004+,.a-ca,ca.a
2331.1,+294-844+,la-da,dala
2332.1,+565-031-416-140-220-001+,asi-aa-t-ta-ma-aa,aamatataaasi
2333.1,+000-240-000+,.a-ma-.,.ma.a
2334.1,+590-906+,va-ja,java
2335.1,+791-575-413/740-222-176-060-920+,da-ma-i-an-namaa-sa-ma-da,damasanamaaanimada
2336.1,+865-032/226-032-700-605+,ra-sa-nmna-sa-an-na,naansanmnasara
2337.1,+151-055-240-235+,ya-ja-ma-maa,maamajaya
2338.1,+390-920-322-803-002-820+,ra-da-ma-sa-va-ra,ravasamadara
2339.1,+504-350-240-741-060-920+,ma-ca-ma-an-ma-da,damaanmacama
2340.1,+892-590+,da-va,vada
2341.1,]000-832-002-817+,.a-ta-va-ra,ravata.a
2342.1,+520-070-219-002-861-032-520-919-140+,na-ma-mama-va-ra-sa-na-dada-ta,tadadanasaravamamamana
2343.1,+592-741-060-920+,navanaa-an-ma-da,damaannavanaa
2344.1,+151-390-590-741-060-920+,ya-ra-va-an-ma-da,damaanvaraya
2345.1,+740-798-231-060-820+,an-as-ma-ma-ra,ramamaasan
2346.1,+617-243-031-740-861+,nna-maa-aa-an-ra,raanaamaanna
2347.1,+740-388-235+,an-va-maa,maavaan
2348.1,+740-772-240+,an-tara-ma,mataraan
2349.1,+226-032-060-891+,nmna-sa-ma-da,damasanmna
2350.1,+924-132-002-861+,aa-y-va-ra,ravayaa
2351.1,+407-005+,ra-pa,para
2352.1,+360-268-252-326+,ma-ta-da-ma,madatama
2353.1,+390-016+,ra-sa,sara
2354.1,+740-176-390-090-390+,an-sa-ra-aa-r,raarasaan
2355.1,+390-920-323+,ra-da-ma,madara
2356.1,+400-740-176-140+,i-an-sa-ta,tasaani
2357.1,+156-003-031+,ya-ja-aa,aajaya
2357.2,+850-031+,ra-aa,aara
2357.3,+000-233-220-002-861+,.a-ma-ma-va-ra,ravamama.a
2358.1,+840+,da,da
2359.1,+527-555-033-706-235-002-817+,ma-as-ja-an-maa-va-ra,ravamaaanjaasma
2360.1,+000-550-033-706-220-415-798+,.a-as-ja-an-ma-ta-as,astamaanjaas.a
2361.1,]000-806-467+,.a-sa-ka,kasa.a
2362.1,+821-001-480-850-595-391+,rara-aa-s-ra-va-raa,raavarasaarara
2362.2,+911-006+,ya-sa,saya
2363.1,+740-615-703+,an-na-an,annaan
2364.1,+740-927-033-817+,an-aa-j-ra,rajaaan
2365.1,+740-100-240-031+,an-aa-m-aa,aamaaan
2366.1,+740-455-002-368-260+,an-sa-va-na-ta,tanavasaan
2367.1,+167-705+,va-an,anva
2367.2,+167-705+,va-an,anva
2368.1,+821-001-480-850-595-391+,rara-aa-s-ra-va-raa,raavarasaarara
2369.1,+832/006-740/090+,ta-sa-an-aa,aaansata
2370.1,+821-001-480-850-595-391+,rara-aa-s-ra-va-raa,raavarasaarara
2370.2,+913-005-004-151-803+,ta-pa-ca-ya-sa,sayacapata
2371.1,+007/004+,sa-ca,casa
2372.1,+151-061+,ya-ta,taya
2373.1,+740-337-484-031-060-891+,an-ma-aa-a-m-da,damaaamaan
2374.1,]000-002-735+,.a-va-an,anva.a
2375.1,+740-032-840-002-768+,an-sa-da-va-raktaa,raktaavadasaan
2376.1,+520-000-235-002-861+,na-.-maa-va-ra,ravamaa.na
2377.1,+740-760-001-220-415-798-803+,an-ra-aa-m-ta-as-sa,saastamaaraan
2378.1,+820-297-861+,ra-la-ra,ralara
2379.1,+740-000-000-002-820+,an-.-.-va-ra,rava..an
2380.1,+090-740-240-235-590-645-104+,aa-an-ma-maa-va-ka-aa,aakavamaamaanaa
2381.1,+740-904-220-032-002-142+,an-aa-m-sa-va-aa,aavasamaaan
2382.1,+690-322+,ka-ma,maka
2382.2,+740-690-060-550+,an-ka-ma-as,asmakaan
2383.1,+840+,da,da
2384.1,+390-090-000[,ra-aa-.,.aara
2385.1,+740-923-033-705-060-692+,an-aa-j-an-ma-ka,kamaanjaaan
2386.1,+390-003-002-820+,ra-ja-va-ra,ravajara
2387.1,+003-003+,ja-ja,jaja
2388.1,+740-637-240-002-861+,an-ta-ma-va-ra,ravamataan
2389.1,+520-072-233-740-798-002-861-832+,na-ma-ma-an-as-va-ra-ta,taravaasanmamana
2390.1,+298-350-761-032-060-572+,la-ca-ra-sa-ma-ba,bamasaracala
2391.1,+151-219+,ya-mama,mamaya
2392.1,]000-415-233-853+,.a-ta-ma-u,umata.a
2393.1,+368-821-055-031-002-031-892+,na-rara-ja-aa-v-aa-d,daavaajararana
2394.1,+400-740-585-838-240+,i-an-ba-sa-ma,masabaani
2395.1,+740-760-840-416-175-742-000+,an-ra-da-ta-sa-an-.,.ansatadaraan
2396.1,+400-750-090+,i-an-aa,aaani
2397.1,+390-005-002-817+,ra-pa-va-ra,ravapara
2397.2,]000-005-002-817+,.a-pa-va-ra,ravapa.a
2398.1,+090-740-035-171-061-031-002-069+,aa-an-pa-u-t-aa-v-mama,mamavaatupaanaa
2399.1,+740-061-002-703-000+,an-ta-va-an-.,.anvataan
2400.1,]220-032/817-000-220-031+,ma-sa-ra-.-ma-aa,aama.rasama
2401.1,+740-717-220-415+,an-da-ma-ta,tamadaan
2402.1,+151-061/156-002-252-692+,ya-ta-ya-va-da-ka,kadavayataya
2403.1,+520-070-220-032-240-838-741-958-220-278+,na-ma-ma-sa-ma-sa-an-san-ma-ya,yamasanansamasamamana
2404.1,]113+,daa,daa
2405.1,+790/400-296-350-892-632-032+,ra-i-l-ca-da-ta-sa,satadacalira
2406.1,+740-463-503+,an-da-aa,aadaan
2407.1,+156-003-877+,ya-ja-ra,rajaya
2408.1,+390-003+,ra-ja,jara
2409.1,+621-390-531-002-820+,ma-ra-as-va-ra,ravaasrama
2410.1,+740-690-435-255-240-741-906+,an-ka-aa-m-ma-an-ja,jaanmamaakaan
2411.1,+400-740-100-140-003+,i-an-aa-t-ja,jataaani
2412.1,+226[,nmna,nmna
2413.1,+740-032-840-740-455-861+,an-sa-da-an-sa-ra,rasaandasaan
2414.1,+520-240-031-001-740-121+,na-ma-aa-a-an-yaaa,yaaaanaaamana
2415.1,+000-630-000+,.a-ta-.,.ta.a
2416.1,+740-390-590-033-705-000+,an-ra-va-ja-an-.,.anjavaraan
2417.1,+161-055-240-220-032-002-820+,ya-ja-ma-ma-sa-va-ra,ravasamamajaya
2418.1,+390-004-002-817+,ra-ca-va-ra,ravacara
2419.1,+003-000-000-003+,ja-.-.-ja,ja..ja
2419.2,+140-001-000-000+,ta-aa-.-.,..aata
2420.1,+520-220-415-240+,na-ma-ta-ma,matamana
2421.1,+898-017-645-002-817+,da-sa-ka-va-ra,ravakasada
2422.1,+740-407-590-031-752-033-705-220-415-798-002-861+,an-ra-va-aa-r-ja-an-ma-ta-as-va-ra,ravaastamaanjaraavaraan
2423.1,+241-832-740-176+,nmna-ta-an-sa,saantanmna
2424.1,+000+,.a,.a
2425.1,+000-000-000[,.a-.-.,...a
2426.1,+520-233+,na-ma,mana
2427.1,+740-798-220-060-820+,an-as-ma-ma-ra,ramamaasan
2428.1,+226-240-235-060-692+,nmna-ma-maa-ma-ka,kamamaamanmna
2429.1,+390-004-741-617+,ra-ca-an-nna,nnaancara
2430.1,]904-220-032-002[,aa-m-sa-va,vasamaa
2431.1,+817-900-241-368-260+,ra-aa-nmn-na-ta,tananmnaara
2432.1,+740-032-840-220+,an-sa-da-ma,madasaan
2432.2,+527-550-798-220+,ma-as-as-ma,maasasma
2433.1,+942+,amataa,amataa
2433.2,+942+,amataa,amataa
2434.1,+740-643-240+,an-ta-ma,mataan
2435.1,+740-388-002-820+,an-va-va-ra,ravavaan
2436.1,+740-760-335-803+,an-ra-ma-sa,samaraan
2437.1,+527-555+,ma-as,asma
2438.1,]416-002-817+,ta-va-ra,ravata
2439.1,+740-083-235-240+,an-as-maa-ma,mamaaasan
2440.1,+740-061-877+,an-ta-ra,rataan
2441.1,+520-220-003+,na-ma-ja,jamana
2442.1,+740-384-741-859+,an-ba-an-ra,raanbaan
2443.1,+154-806-474-013-820+,ya-sa-ka-ta-ra,ratakasaya
2444.1,+000-004+,.a-ca,ca.a
2445.1,+405-061-033-705-236+,ra-ta-ja-an-naaman,naamananjatara
2446.1,+740-821[,an-rara,raraan
2447.1,]820+,ra,ra
2448.1,+740-390-590-032-060-201+,an-ra-va-sa-ma-as,asmasavaraan
2449.1,+900-004+,aa-c,caa
2450.1,+390-004-002-861+,ra-ca-va-ra,ravacara
2451.1,+520-400-350-031-741-759+,na-i-c-aa-an-ra,raanaacina
2452.1,+740-840-013+,an-da-ta,tadaan
2453.1,+390-004-002-817+,ra-ca-va-ra,ravacara
2454.1,+390-004-260+,ra-ca-ta,tacara
2455.1,+165-741-031-060-692+,ba-an-aa-m-ka,kamaaanba
2456.1,+942+,amataa,amataa
2456.2,+942+,amataa,amataa
2457.1,+740-760-019-002-817+,an-ra-na-va-ra,ravanaraan
2458.1,+740-752-615-503+,an-ra-na-aa,aanaraan
2459.1,+740-927-220-235-000[,an-aa-m-maa-.,.maamaaan
2460.1,+740-460-510+,an-da-u,udaan
2461.1,+032-820-140-005+,sa-ra-ta-pa,patarasa
2462.1,+740-049+,an-asaa,asaaan
2463.1,+450-617-033/740-463-510-741-252-791+,la-nna-ja-an-da-u-an-da-da,dadaanudaanjannala
2464.1,+740-100-415-176-002-820+,an-aa-t-sa-va-ra,ravasataaan
2465.1,+740-690-435-255-231+,an-ka-aa-m-ma,mamaakaan
2465.2,+749-479+,isan-sas,sasisan
2466.1,+740-717+,an-da,daan
2467.1,+400-740-840-013-240+,i-an-da-ta-ma,matadaani
2468.1,+400-520-233-803+,i-n-ma-sa,samani
2469.1,+879-261+,ra-tata,tatara
2470.1,+740-455-235-798-742-460-353+,an-sa-maa-as-an-da-ca,cadaanasmaasaan
2471.1,+740-861-125+,an-ra-daa,daaraan
2472.1,+390-005+,ra-pa,para
2473.1,+520-033-705-233-240-002-610-125-032+,na-ja-an-ma-ma-va-na-daa-sa,sadaanavamamaanjana
2474.1,+400-740-840-013-240+,i-an-da-ta-ma,matadaani
2475.1,+740-760-260/220-255-220-063-315+,an-ra-ta-ma-ma-ma-ta-sa,satamamamataraan
2476.1,+740-803-235+,an-sa-maa,maasaan
2477.1,+000-100-140-002+,.a-aa-t-va,vataa.a
2478.1,+520-033-705-233-235-060-820+,na-ja-an-ma-maa-ma-ra,ramamaamaanjana
2479.1,+740-840-013+,an-da-ta,tadaan
2480.1,+100-904-717-220-415-806-742+,aa-a-d-ma-ta-sa-an,ansatamadaaa
2481.1,+407-063-845-240-798+,ra-ta-da-ma-as,asmadatara
2482.1,+390-005-002-455-511+,ra-pa-va-sa-na,nasavapara
2483.1,+407-061-740-575-000[,ra-ta-an-ma-.,.maantara
2484.1,+679-740-233-240+,aka-an-ma-ma,mamaanaka
2485.1,+520-220-368-817+,na-ma-na-ra,ranamana
2486.1,+740-032-840-033-705-798+,an-sa-da-ja-an-as,asanjadasaan
2487.1,+740-255+,an-ma,maan
2488.1,+422-003+,ya-ja,jaya
2488.2,+001-740-923-033-705+,aa-an-aa-j-an,anjaaanaa
2489.1,+740-390-590-002-817+,an-ra-va-va-ra,ravavaraan
2490.1,+740-690-435-255-220-032-002-717-820+,an-ka-aa-m-ma-sa-va-da-ra,radavasamamaakaan
2491.1,+530-000-000-000-808[,as-.-.-.-ta,ta...as
2492.1,+000-000-000+,.a-.-.,...a
2493.1,+740-100-001-440-742-060-920+,an-aa-a-p-an-ma-da,damaanpaaaan
2494.1,+840+,da,da
2495.1,+740-645-003-741-070-255+,an-ka-ja-an-ma-ma,mamaanjakaan
2496.1,+840+,da,da
2497.1,+740-176-585-000-705-741-460-353+,an-sa-ba-.-an-an-da-ca,cadaanan.basaan
2498.1,+740-760+,an-ra,raan
2499.1,+740-017-503+,an-sa-aa,aasaan
2500.1,]000-060-692+,.a-ma-ka,kama.a
2501.1,+000-000-220-032+,.a-.-ma-sa,sama..a
2502.1,+032+,sa,sa
2503.1,+032+,sa,sa
2504.1,+000-000-000-000-002-000+,.a-.-.-.-va-.,.va....a
2505.1,+740-000-000[,an-.-.,..an
2506.1,+520-220-240-803-002-820+,na-ma-ma-sa-va-ra,ravasamamana
2507.1,+740-460-510-220-065-393+,an-da-u-m-na-srsa,srsanamudaan
2508.1,]000-532-297-000[,.a-asi-la-.,.laasi.a
2509.1,+390-015-002-861+,ra-pa-va-ra,ravapara
2510.1,+520-220-016-002-416-000+,na-ma-sa-va-ta-.,.tavasamana
2511.1,+740-032-840+,an-sa-da,dasaan
2512.1,+520-072-921+,na-ma-da,damana
2513.1,+520-220-803-741-262+,na-ma-sa-an-ta,taansamana
2514.1,+740-803+,an-sa,saan
2515.1,+832-390-032/000-032-740-002-820+,ta-ra-sa-.-sa-an-va-ra,ravaansa.sarata
2516.1,+520-220-003-741-060-920+,na-ma-ja-an-ma-da,damaanjamana
2517.1,+400-125-745+,i-da-an,andai
2518.1,+000-000-220+,.a-.-ma,ma..a
2519.1,+740-100-240[,an-aa-m,maaan
2520.1,+740-752-615-503+,an-ra-na-aa,aanaraan
2521.1,+906-200/740-100-415-033-702+,ja-as-an-aa-t-ja-an,anjataaanasja
2522.1,+740-615-503+,an-na-aa,aanaan
2523.1,+407-585-033-705-233-235-806+,ra-ba-ja-an-ma-maa-sa,samaamaanjabara
2524.1,+151-097-232-416+,ya-aaa-nmna-ta,tanmnaaaaya
2525.1,+740-752+,an-ra,raan
2526.1,+520-033-706-233-002-817-192-000+,na-ja-an-ma-va-ra-as-.,.asravamaanjana
2527.1,+151-097-700-034+,ya-aaa-an-ca,caanaaaya
2528.1,+406-072-002-817+,ra-ma-va-ra,ravamara
2529.1,+740-798-000[,an-as-.,.asan
2530.1,+527-556+,ma-as,asma
2531.1,+001-368-861-255-371+,aa-n-ra-ma-ka,kamaranaa
2532.1,+717-032-521+,da-sa-ta,tasada
2533.1,+298-465-033-705-231-002-564-617-033+,la-ka-ja-an-ma-va-as-nna-ja,jannaasvamaanjakala
2534.1,+740-773-240-235-060-692+,an-tara-ma-maa-ma-ka,kamamaamataraan
2535.1,+820-880-065-244+,ra-ra-na-sa,sanarara
2536.1,+407-845-140-740-101-923-240-002-861+,ra-da-ta-an-aaa-aa-m-va-ra,ravamaaaaaantadara
2537.1,+706-140-632+,an-ta-ta,tataan
2538.1,+031-311-745+,aa-l-an,anlaa
2539.1,+405-061-070-032-033-706-235-806-002-267-455+,ra-ta-ma-sa-ja-an-maa-sa-va-ataa-sa,saataavasamaaanjasamatara
2540.1,+740-390-590-233-002-368-202-892-371+,an-ra-va-ma-va-na-as-da-ka,kadaasnavamavaraan
2541.1,+368-304-125+,na-la-daa,daalana
2542.1,+740-776-503-002-817+,an-ra-aa-v-ra,ravaaraan
2543.1,+090-740-176-002-861+,aa-an-sa-va-ra,ravasaanaa
2544.1,+820-130-035-171+,ra-ya-pa-u,upayara
2545.1,+390-016-002-814-560+,ra-sa-va-ta-as,astavasara
2546.1,+932-740-055+,ama-an-ja,jaanama
2547.1,]000-000-002-861+,.a-.-va-ra,rava..a
2548.1,+390-005-002-861-036-460-513+,ra-pa-va-ra-sa-da-u,udasaravapara
2549.1,+350-001-740-362-692-032-002-861+,ca-aa-an-ma-ka-sa-va-ra,ravasakamaanaaca
2550.1,+740-904-176-220-032-798-000[,an-aa-s-ma-sa-as-.,.assamasaaan
2551.1,+842-871-192-368/740-482-060-692-520-220-235-001-920+,nadan-ra-as-na-an-sa-ma-ka-na-ma-maa-aa-d,daamaamanakamasaannaasranadan
2552.1,+090-740-240-235-002-906-140+,aa-an-ma-maa-va-ja-ta,tajavamaamaanaa
2553.1,+617-243-706-595+,nna-maa-an-va,vaanmaanna
2554.1,+090-740-531-060-692+,aa-an-as-ma-ka,kamaasanaa
